config,run,kind,key,count,bytes,ms
x64-warm,7,readying,conhost.exe,2,0.000,8.475
x64-warm,7,readying,XtaCache.exe,17,0.000,3.061
x64-warm,7,readying,MsMpEng.exe,3,0.000,1.480
x64-warm,7,readying,powershell.exe,2,0.000,0.837
x64-warm,7,readying,csrss.exe,2,0.000,0.024
x64-warm,8,readying,7z.exe,18,0.000,19.287
x64-warm,8,readying,conhost.exe,2,0.000,8.499
x64-warm,8,readying,XtaCache.exe,17,0.000,3.019
x64-warm,8,readying,MsMpEng.exe,7,0.000,1.508
x64-warm,8,readying,powershell.exe,2,0.000,0.874
x64-warm,8,readying,csrss.exe,2,0.000,0.028
x64-warm,9,readying,7z.exe,20,0.000,19.962
x64-warm,9,readying,conhost.exe,2,0.000,8.288
x64-warm,9,readying,XtaCache.exe,17,0.000,3.260
x64-warm,9,readying,MsMpEng.exe,2,0.000,1.496
x64-warm,9,readying,powershell.exe,2,0.000,0.818
x64-warm,9,readying,csrss.exe,2,0.000,0.033
x64-warm,10,readying,7z.exe,19,0.000,36.865
x64-warm,10,readying,conhost.exe,2,0.000,12.109
x64-warm,10,readying,XtaCache.exe,17,0.000,5.260
x64-warm,10,readying,MsMpEng.exe,6,0.000,2.402
x64-warm,10,readying,powershell.exe,2,0.000,0.813
x64-warm,10,readying,csrss.exe,2,0.000,0.073
x64-warm,11,readying,7z.exe,19,0.000,20.740
x64-warm,11,readying,conhost.exe,2,0.000,9.250
x64-warm,11,readying,XtaCache.exe,17,0.000,3.649
x64-warm,11,readying,MsMpEng.exe,2,0.000,1.674
x64-warm,11,readying,powershell.exe,2,0.000,0.854
x64-warm,11,readying,csrss.exe,2,0.000,0.035
x64-warm,12,readying,7z.exe,19,0.000,24.862
x64-warm,12,readying,conhost.exe,2,0.000,9.270
x64-warm,12,readying,XtaCache.exe,17,0.000,3.593
x64-warm,12,readying,MsMpEng.exe,2,0.000,1.759
x64-warm,12,readying,powershell.exe,2,0.000,0.488
x64-warm,12,readying,csrss.exe,2,0.000,0.040
x64-warm,12,readying,svchost.exe,1,0.000,0.013
x64-warm,13,readying,7z.exe,18,0.000,21.600
